con_description,lang,votes,mos,mos_std
Inside building (bad reception) / mobile phone / speaking loudly,de,24.0,1.20833333333333,0.508977377704051
Inside building (bad reception) / Mobile phone / loudspeaker,de,24.0,2.4166666666666696,0.717281502356772
Inside building (bad reception) / Mobile phone / loudspeaker,de,24.0,2.6666666666666696,0.916831342257085
Inside building (bad reception) / Mobile phone / loudspeaker,de,24.0,2.625,1.05552377272263
Inside building (bad reception) / Mobile phone / loudspeaker,de,24.0,2.6666666666666696,0.7019641181630338
Inside building (bad reception) / Skype /,de,24.0,1.0,0.0
Inside building (bad reception) / Skype /,de,24.0,1.5,0.589767824619589
Inside building (bad reception) / Skype /,de,24.0,3.9583333333333295,0.858672720295521
Inside building (bad reception) / Skype /,de,24.0,3.7083333333333295,0.69025305168635
Inside building (bad reception) / Facebook / loudspeaker,de,24.0,2.25,0.9440891630699332
Inside building (bad reception) / Facebook / loudspeaker,de,24.0,1.16666666666667,0.481543412343077
Inside building (bad reception) / Facebook / loudspeaker,de,24.0,3.125,0.9469631093315
Inside building (bad reception) / Facebook / loudspeaker,de,24.0,3.5833333333333304,0.829702233998107
Inside building (bad reception) / Skype / speaking quietly,de,24.0,2.0416666666666696,0.69025305168635
Inside building (bad reception) / Skype / speaking quietly,de,24.0,1.5833333333333302,0.653862548158295
Inside building (bad reception) / Skype / speaking quietly,de,24.0,2.9583333333333304,1.26762930621338
Inside building (bad reception) / Skype / speaking quietly,de,24.0,3.9583333333333295,0.750603621828092
Environmental noise (e.g. shopping center) / mobile phone ,de,24.0,2.4166666666666696,0.775531608229039
Environmental noise (e.g. shopping center) / mobile phone ,de,24.0,3.8333333333333295,0.761386987626881
Environmental noise (e.g. shopping center) / mobile phone ,de,24.0,2.75,0.675663924692176
Environmental noise (e.g. shopping center) / mobile phone ,de,24.0,2.2083333333333304,0.721060008759246
Environmental noise (e.g. shopping center) / mobile phone / speaking quietly,de,24.0,2.375,0.7696696072652379
Environmental noise (e.g. shopping center) / mobile phone / speaking quietly,de,24.0,3.125,0.850191794218529
Environmental noise (e.g. shopping center) / mobile phone / speaking quietly,de,24.0,2.3333333333333304,0.8164965809277259
Environmental noise (e.g. shopping center) / mobile phone / speaking quietly,de,24.0,1.9583333333333304,0.750603621828092
Environmental noise (e.g. shopping center) / mobile phone / talker distant from microphone,de,24.0,2.5416666666666696,0.832970935693524
Environmental noise (e.g. shopping center) / mobile phone / talker distant from microphone,de,24.0,1.4166666666666698,0.583592075121765
Environmental noise (e.g. shopping center) / mobile phone / talker distant from microphone,de,24.0,2.375,0.8753881126826469
Environmental noise (e.g. shopping center) / mobile phone / talker distant from microphone,de,24.0,1.4166666666666698,0.503610155185335
Environmental noise (e.g. shopping center) / Skype ,de,24.0,3.4583333333333304,0.8836272412331321
Environmental noise (e.g. shopping center) / Skype ,de,24.0,3.7916666666666696,0.779027636204913
Environmental noise (e.g. shopping center) / Skype ,de,24.0,3.2916666666666696,0.750603621828092
Environmental noise (e.g. shopping center) / Skype ,de,24.0,3.2083333333333304,0.779027636204913
Subway station noise (bad reception) / Mobile phone,de,24.0,1.4166666666666698,0.583592075121765
Subway station noise (bad reception) / Mobile phone,de,24.0,2.8333333333333304,0.916831342257085
Subway station noise (bad reception) / Mobile phone,de,24.0,1.5,0.589767824619589
Subway station noise (bad reception) / Mobile phone,de,24.0,2.7083333333333304,0.624093545570845
Subway station noise (bad reception) / Mobile phone / speaking quietly,de,24.0,2.2083333333333304,0.779027636204913
Subway station noise (bad reception) / Mobile phone / speaking quietly,de,24.0,2.0416666666666696,0.550032937090187
Subway station noise (bad reception) / Mobile phone / speaking quietly,de,24.0,1.4166666666666698,0.775531608229038
Subway station noise (bad reception) / Mobile phone / speaking quietly,de,24.0,2.75,0.9440891630699332
Subway station noise (bad reception) / Mobile phone / talker distant from microphone,de,24.0,1.125,0.337831962346088
Subway station noise (bad reception) / Mobile phone / talker distant from microphone,de,24.0,1.33333333333333,0.481543412343077
Subway station noise (bad reception) / Mobile phone / talker distant from microphone,de,24.0,1.25,0.442325868464691
Subway station noise (bad reception) / Mobile phone / talker distant from microphone,de,24.0,1.33333333333333,0.481543412343077
Subway station noise (bad reception) / Facebook,de,24.0,1.9583333333333304,0.9078961186825508
Subway station noise (bad reception) / Facebook,de,24.0,3.375,0.7696696072652379
Subway station noise (bad reception) / Facebook,de,24.0,3.1666666666666696,0.8164965809277259
Subway station noise (bad reception) / Facebook,de,24.0,3.0416666666666696,0.9078961186825508
Subway station noise (bad reception) / Skype,de,24.0,2.125,0.7408866603457379
Subway station noise (bad reception) / Skype,de,24.0,2.4166666666666696,1.0179547554081
Subway station noise (bad reception) / Skype,de,24.0,2.4166666666666696,0.974307632279888
Subway station noise (bad reception) / Skype,de,24.0,2.625,0.646898957233327
Subway station noise (bad reception) / Facebook / speaking loudly,de,24.0,2.4583333333333304,0.9315329426211432
Subway station noise (bad reception) / Facebook / speaking loudly,de,24.0,3.5,0.722315118514615
Subway station noise (bad reception) / Facebook / speaking loudly,de,24.0,3.2083333333333304,0.721060008759246
Subway station noise (bad reception) / Facebook / speaking loudly,de,24.0,3.0833333333333304,0.829702233998107
Subway station noise (bad reception) / Facebook / speaking quietly,de,24.0,2.7916666666666696,0.8836272412331321
Subway station noise (bad reception) / Facebook / speaking quietly,de,24.0,1.0,0.0
Subway station noise (bad reception) / Facebook / speaking quietly,de,24.0,2.1666666666666696,1.0494995356656
Subway station noise (bad reception) / Facebook / speaking quietly,de,24.0,2.7916666666666696,0.658005330140078
Café noise / mobile phone,de,24.0,2.3333333333333304,0.963086824686154
Café noise / mobile phone,de,24.0,2.875,1.07592225353516
Café noise / mobile phone,de,24.0,1.33333333333333,0.481543412343077
Café noise / mobile phone,de,24.0,1.7083333333333302,0.624093545570845
Café noise / mobile phone / speaking quietly,de,24.0,1.9583333333333304,0.69025305168635
Café noise / mobile phone / speaking quietly,de,24.0,2.25,0.793999233380421
Café noise / mobile phone / speaking quietly,de,24.0,1.125,0.337831962346088
Café noise / mobile phone / speaking quietly,de,24.0,1.25,0.5316095330711951
Café noise / mobile phone / talker distant from microphone,de,24.0,2.5,0.7801894976054939
Café noise / mobile phone / talker distant from microphone,de,24.0,1.9166666666666696,0.8805466023105079
Café noise / mobile phone / talker distant from microphone,de,24.0,1.20833333333333,0.508977377704051
Café noise / mobile phone / talker distant from microphone,de,24.0,1.7083333333333302,0.999093792292346
Car on highway noise (bad reception) / mobile phone,de,24.0,2.375,0.646898957233327
Car on highway noise (bad reception) / mobile phone,de,24.0,2.75,1.07339364309813
Car on highway noise (bad reception) / mobile phone,de,24.0,3.0833333333333304,0.6538625481582939
Car on highway noise (bad reception) / mobile phone,de,24.0,2.6666666666666696,0.761386987626881
Car on highway noise (bad reception) / mobile phone / distant from microphone,de,24.0,1.6666666666666698,0.761386987626881
Car on highway noise (bad reception) / mobile phone / distant from microphone,de,24.0,2.0416666666666696,0.69025305168635
Car on highway noise (bad reception) / mobile phone / distant from microphone,de,24.0,2.125,0.797414299606792
Car on highway noise (bad reception) / mobile phone / distant from microphone,de,24.0,1.25,0.5316095330711951
Car on highway noise (bad reception) / Facebook,de,24.0,2.7083333333333304,1.04170289792063
Car on highway noise (bad reception) / Facebook,de,24.0,3.5833333333333304,0.717281502356772
Car on highway noise (bad reception) / Facebook,de,24.0,3.0833333333333304,0.8805466023105079
Car on highway noise (bad reception) / Facebook,de,24.0,2.9583333333333304,0.858672720295521
Car on highway noise (bad reception) / Facebook / speaking loudly / background music,de,24.0,1.33333333333333,0.56465970257328
Car on highway noise (bad reception) / Facebook / speaking loudly / background music,de,24.0,2.5416666666666696,0.8836272412331321
Car on highway noise (bad reception) / Facebook / speaking loudly / background music,de,24.0,2.1666666666666696,0.916831342257085
Car on highway noise (bad reception) / Facebook / speaking loudly / background music,de,24.0,2.625,0.923721207705668
Car on highway noise (bad reception) / Skype / speaking quietly / background music,de,24.0,1.75,0.5316095330711951
Car on highway noise (bad reception) / Skype / speaking quietly / background music,de,24.0,2.6666666666666696,0.868114732282431
Car on highway noise (bad reception) / Skype / speaking quietly / background music,de,24.0,2.6666666666666696,0.868114732282431
Car on highway noise (bad reception) / Skype / speaking quietly / background music,de,24.0,3.0416666666666696,0.750603621828092
Elevator (bad reception) / mobile phone,de,24.0,2.625,0.923721207705668
Elevator (bad reception) / mobile phone,de,24.0,2.375,0.7696696072652379
Elevator (bad reception) / mobile phone,de,24.0,1.04166666666667,0.204124145231932
Elevator (bad reception) / mobile phone,de,24.0,2.625,0.96964807600714
Street noise / mobile phone,de,24.0,2.9166666666666696,0.974307632279887
Street noise / mobile phone,de,24.0,1.875,0.797414299606792
Street noise / mobile phone,de,24.0,2.375,0.710939366337732
Street noise / mobile phone,de,24.0,1.7083333333333302,0.8064504441319251
Street noise / mobile phone / speaking loudly,de,24.0,2.375,0.7696696072652379
Street noise / mobile phone / speaking loudly,de,24.0,2.2083333333333304,0.977092700273386
Street noise / mobile phone / speaking loudly,de,24.0,2.75,0.793999233380421
Street noise / mobile phone / speaking loudly,de,24.0,1.4583333333333302,0.508977377704051
Street noise / mobile phone / talker distant from microphone,de,24.0,2.6666666666666696,1.00722031037067
Street noise / mobile phone / talker distant from microphone,de,24.0,1.4583333333333302,0.588229965875272
Street noise / mobile phone / talker distant from microphone,de,24.0,2.6666666666666696,0.868114732282431
Street noise / mobile phone / talker distant from microphone,de,24.0,2.2083333333333304,1.02062072615966
Street noise / Facebook,de,24.0,3.3333333333333304,0.761386987626881
Street noise / Facebook,de,24.0,3.3333333333333304,0.9630868246861528
Street noise / Facebook,de,24.0,3.6666666666666696,0.8164965809277259
Street noise / Facebook,de,24.0,1.9583333333333304,0.8064504441319251
Metro station / mobile phone ,de,24.0,3.375,0.923721207705668
Metro station / mobile phone ,de,24.0,2.7916666666666696,0.832970935693524
Metro station / mobile phone ,de,24.0,2.6666666666666696,0.8164965809277259
Metro station / mobile phone ,de,24.0,2.4583333333333304,1.06236678619288
Metro station / mobile phone / speaking quietly,de,24.0,2.3333333333333304,0.8164965809277259
Metro station / mobile phone / speaking quietly,de,24.0,2.1666666666666696,0.761386987626881
Metro station / mobile phone / speaking quietly,de,24.0,2.625,0.7696696072652379
Metro station / mobile phone / speaking quietly,de,24.0,2.875,0.797414299606792
Metro station / Facebook,de,24.0,2.9583333333333304,0.69025305168635
Metro station / Facebook,de,24.0,2.9583333333333304,0.550032937090187
Metro station / Facebook,de,24.0,2.8333333333333304,1.0494995356656
Metro station / Facebook,de,24.0,2.375,0.8242255917447341
Metro station / Skype,de,24.0,3.375,0.8753881126826469
Metro station / Skype,de,24.0,2.75,0.9440891630699332
Metro station / Skype,de,24.0,3.7083333333333295,0.8064504441319251
Metro station / Skype,de,24.0,3.3333333333333304,0.761386987626881
Anchor: Fullband clean,en,32.0,4.6875,0.470929074859885
Anchor: Fullband clean,en,26.0,4.6153846153846105,0.496138938356834
Anchor: Fullband clean,en,24.0,4.83333333333333,0.38069349381344
Anchor: Fullband clean,en,18.0,4.888888888888889,0.323380833381777
Anchor: P50MNRU 25dB,en,30.0,4.26666666666667,0.691491807283521
Anchor: P50MNRU 25dB,en,26.0,4.07692307692308,0.6275716324421889
Anchor: P50MNRU 25dB,en,24.0,3.9166666666666696,0.653862548158295
Anchor: P50MNRU 25dB,en,30.0,4.06666666666667,0.7849152527649009
Anchor: White Noise 12dB,en,28.0,2.0714285714285703,0.7163989902474129
Anchor: White Noise 12dB,en,30.0,1.9333333333333305,0.944433175501849
Anchor: White Noise 12dB,en,32.0,2.3125,0.859012936926128
Anchor: White Noise 12dB,en,24.0,2.25,0.737209780774486
Anchor: Level -20dB,en,30.0,3.53333333333333,1.04166091952438
Anchor: Level -20dB,en,30.0,3.2,0.99654575824488
Anchor: Level -20dB,en,26.0,3.76923076923077,0.908083357746074
Anchor: Level -20dB,en,24.0,3.5,0.8846517369293829
Anchor: BP 500-2500Hz,en,28.0,2.78571428571429,0.5681120688308979
Anchor: BP 500-2500Hz,en,26.0,2.38461538461538,1.02281662391352
Anchor: BP 500-2500Hz,en,32.0,2.625,0.6090712125322321
Anchor: BP 500-2500Hz,en,18.0,2.6666666666666696,0.8401680504168059
Anchor: BP 100-5000Hz + Level -10dB,en,32.0,3.6875,0.931093703056233
Anchor: BP 100-5000Hz + Level -10dB,en,26.0,3.30769230769231,0.61768799691953
Anchor: BP 100-5000Hz + Level -10dB,en,30.0,3.4,0.723973708800591
Anchor: BP 100-5000Hz + Level -10dB,en,24.0,3.6666666666666696,0.6370220572706059
Anchor: Time Clipping 2%,en,24.0,3.75,0.607918758874329
Anchor: Time Clipping 2%,en,34.0,3.82352941176471,0.62622429108515
Anchor: Time Clipping 2%,en,32.0,3.25,0.672021505032247
Anchor: Time Clipping 2%,en,18.0,3.77777777777778,0.4277926319464989
Anchor: Time Clipping 20%,en,28.0,2.0714285714285703,0.7163989902474129
Anchor: Time Clipping 20%,en,30.0,2.0,0.643267520902677
Anchor: Time Clipping 20%,en,32.0,1.8125,0.396557769456266
Anchor: Time Clipping 20%,en,30.0,1.8666666666666696,0.6288102248298559
Amp clipping 0.15 x AMR-WB@6.60,en,30.0,2.86666666666667,0.5074162634049251
Amp clipping 0.15 x AMR-WB@6.60,en,32.0,2.625,0.7931155389125321
Amp clipping 0.15 x AMR-WB@6.60,en,30.0,2.6,0.723973708800591
Amp clipping 0.15 x AMR-WB@6.60,en,32.0,2.5625,0.618922059817739
Amp clipping 0.10 x Opus @ 12.0 ,en,24.0,2.5833333333333304,0.6538625481582939
Amp clipping 0.10 x Opus @ 12.0 ,en,24.0,2.5833333333333304,0.6538625481582939
Amp clipping 0.10 x Opus @ 12.0 ,en,24.0,2.75,0.442325868464691
Amp clipping 0.10 x Opus @ 12.0 ,en,26.0,2.38461538461538,0.7524319545007679
Amp clipping 0.05 x EVS @ 13.2 ,en,28.0,2.35714285714286,0.4879500364742671
Amp clipping 0.05 x EVS @ 13.2 ,en,30.0,2.6,0.621455466265865
Amp clipping 0.05 x EVS @ 13.2 ,en,30.0,2.46666666666667,0.628810224829857
Amp clipping 0.05 x EVS @ 13.2 ,en,32.0,2.1875,0.737804065256947
EVS @ 24.4 ,en,32.0,4.75,0.43994134506406
EVS @ 24.4 ,en,30.0,4.73333333333333,0.449776445108803
EVS @ 24.4 ,en,34.0,4.88235294117647,0.327034970083864
EVS @ 24.4 ,en,30.0,4.33333333333333,0.711159002218759
EVS @ 24.4 PL 3%  bursty,en,32.0,3.875,0.3360107525161239
EVS @ 24.4 PL 3%  bursty,en,34.0,3.88235294117647,0.6859943405700349
EVS @ 24.4 PL 3%  bursty,en,32.0,4.0,0.622171016838255
EVS @ 24.4 PL 3%  bursty,en,30.0,4.2,0.7611243951073872
EVS @ 24.4 PL 6%  random,en,24.0,3.1666666666666696,0.8164965809277259
EVS @ 24.4 PL 6%  random,en,24.0,3.75,0.737209780774486
EVS @ 24.4 PL 6%  random,en,30.0,4.6,0.49827287912244
EVS @ 24.4 PL 6%  random,en,28.0,3.28571428571429,0.975900072948533
EVS @ 24.4 PL 15%  bursty,en,30.0,2.2,0.5508613944197479
EVS @ 24.4 PL 15%  bursty,en,30.0,2.46666666666667,0.628810224829857
EVS @ 24.4 PL 15%  bursty,en,32.0,2.75,0.5679618342470649
EVS @ 24.4 PL 15%  bursty,en,30.0,3.06666666666667,0.691491807283521
EVS @ 24.4 PL 25%  random,en,24.0,2.25,0.607918758874329
EVS @ 24.4 PL 25%  random,en,32.0,2.3125,0.859012936926128
EVS @ 24.4 PL 25%  random,en,30.0,2.0,0.371390676354104
EVS @ 24.4 PL 25%  random,en,28.0,2.21428571428571,0.686221153054517
Opus @ 25.0 ,en,28.0,4.42857142857143,0.7417981870189159
Opus @ 25.0 ,en,24.0,4.5,0.510753918455249
Opus @ 25.0 ,en,30.0,4.5333333333333306,0.628810224829857
Opus @ 25.0 ,en,32.0,4.4375,0.618922059817739
Opus @ 25.0 PL 3%  bursty,en,30.0,3.2,0.6643638388299201
Opus @ 25.0 PL 3%  bursty,en,24.0,3.75,0.442325868464691
Opus @ 25.0 PL 3%  bursty,en,18.0,3.55555555555556,0.7047921864945659
Opus @ 25.0 PL 3%  bursty,en,28.0,3.4285714285714306,0.8357108940373449
Opus @ 25.0 PL 6%  random,en,24.0,3.3333333333333304,0.6370220572706059
Opus @ 25.0 PL 6%  random,en,32.0,3.375,0.707106781186548
Opus @ 25.0 PL 6%  random,en,26.0,3.15384615384615,0.5434929763894061
Opus @ 25.0 PL 6%  random,en,18.0,3.0,0.4850712500726661
Opus @ 25.0 PL 15%  bursty,en,32.0,2.625,0.707106781186548
Opus @ 25.0 PL 15%  bursty,en,26.0,2.0,0.4
Opus @ 25.0 PL 15%  bursty,en,26.0,1.92307692307692,0.6275716324421889
Opus @ 25.0 PL 15%  bursty,en,30.0,2.2,0.4068381021724861
Opus @ 25.0 PL 25%  random,en,28.0,1.85714285714286,0.5245305283129621
Opus @ 25.0 PL 25%  random,en,32.0,2.0,0.7184212081071
Opus @ 25.0 PL 25%  random,en,26.0,1.92307692307692,0.844894167245907
Opus @ 25.0 PL 25%  random,en,30.0,2.0,0.371390676354104
Opus @ 25.0 + Level -30dB,en,32.0,2.4375,0.948258165473463
Opus @ 25.0 + Level -30dB,en,30.0,2.53333333333333,1.1665845619713502
Opus @ 25.0 + Level -30dB,en,28.0,2.64285714285714,0.9893613995077728
Opus @ 25.0 + Level -30dB,en,26.0,2.15384615384615,0.784464540552736
AMR-NB@12.2 + Level -15dB,en,28.0,2.71428571428571,0.5998236072282911
AMR-NB@12.2 + Level -15dB,en,32.0,2.5625,0.504016128774185
AMR-NB@12.2 + Level -15dB,en,32.0,2.75,0.5679618342470649
AMR-NB@12.2 + Level -15dB,en,30.0,2.93333333333333,0.7849152527649009
AMR-WB@8.85 + Level -10dB,en,30.0,3.6666666666666696,0.711159002218759
AMR-WB@8.85 + Level -10dB,en,30.0,3.4,0.621455466265865
AMR-WB@8.85 + Level -10dB,en,32.0,3.25,0.5679618342470649
AMR-WB@8.85 + Level -10dB,en,28.0,3.5,0.838870492807861
AMR-NB@12.2 + BGN 0dB + Level -25dB,en,28.0,1.14285714285714,0.356348322549899
AMR-NB@12.2 + BGN 0dB + Level -25dB,en,28.0,1.07142857142857,0.262265264156481
AMR-NB@12.2 + BGN 0dB + Level -25dB,en,30.0,1.2,0.4068381021724861
AMR-NB@12.2 + BGN 0dB + Level -25dB,en,32.0,1.25,0.5679618342470649
EVS @ 9.60  + BGN 10dB + Level -20dB,en,24.0,1.33333333333333,0.481543412343077
EVS @ 9.60  + BGN 10dB + Level -20dB,en,26.0,1.15384615384615,0.36794648440312
EVS @ 9.60  + BGN 10dB + Level -20dB,en,34.0,2.0,0.6030226891555269
EVS @ 9.60  + BGN 10dB + Level -20dB,en,32.0,1.4375,0.618922059817739
AMR-WB@23.85 + BGN 20dB + Level -15dB,en,18.0,2.77777777777778,0.942809041582063
AMR-WB@23.85 + BGN 20dB + Level -15dB,en,28.0,2.57142857142857,0.634126487474228
AMR-WB@23.85 + BGN 20dB + Level -15dB,en,28.0,2.78571428571429,0.686221153054517
AMR-WB@23.85 + BGN 20dB + Level -15dB,en,26.0,2.38461538461538,0.637302005452553
Opus @ 20.0 PL 25% random + BGN 10dB + Level -10dB,en,30.0,1.13333333333333,0.34574590364176
Opus @ 20.0 PL 25% random + BGN 10dB + Level -10dB,en,24.0,1.16666666666667,0.38069349381344
Opus @ 20.0 PL 25% random + BGN 10dB + Level -10dB,en,30.0,1.26666666666667,0.449776445108804
Opus @ 20.0 PL 25% random + BGN 10dB + Level -10dB,en,30.0,1.33333333333333,0.6064784348631229
EVS @ 13.2 PL 15% bursty + BGN 20dB + Level -15dB,en,24.0,2.5,0.510753918455249
EVS @ 13.2 PL 15% bursty + BGN 20dB + Level -15dB,en,32.0,1.75,0.43994134506406
EVS @ 13.2 PL 15% bursty + BGN 20dB + Level -15dB,en,24.0,2.0833333333333304,0.503610155185335
EVS @ 13.2 PL 15% bursty + BGN 20dB + Level -15dB,en,34.0,1.70588235294118,0.7599605956573481
AMR-WB@23.85 PL 6% bursty + BGN 30dB ,en,32.0,2.75,0.8424235391742321
AMR-WB@23.85 PL 6% bursty + BGN 30dB ,en,18.0,2.3333333333333304,0.4850712500726661
AMR-WB@23.85 PL 6% bursty + BGN 30dB ,en,30.0,3.2,0.7611243951073872
AMR-WB@23.85 PL 6% bursty + BGN 30dB ,en,30.0,2.3333333333333304,0.479463301485384
AMR-NB @ 6.70 + BGN 10dB + Level -25dB,en,30.0,1.33333333333333,0.6064784348631229
AMR-NB @ 6.70 + BGN 10dB + Level -25dB,en,30.0,1.13333333333333,0.34574590364176
AMR-NB @ 6.70 + BGN 10dB + Level -25dB,en,34.0,1.41176470588235,0.6089059766610501
AMR-NB @ 6.70 + BGN 10dB + Level -25dB,en,26.0,1.3076923076923102,0.61768799691953
Opus @ 10.0  + BGN 5dB + Level -25dB,en,30.0,1.2,0.4068381021724861
Opus @ 10.0  + BGN 5dB + Level -25dB,en,24.0,1.16666666666667,0.380693493813441
Opus @ 10.0  + BGN 5dB + Level -25dB,en,28.0,1.14285714285714,0.356348322549899
Opus @ 10.0  + BGN 5dB + Level -25dB,en,24.0,1.0,0.0
AMR-WB @ 12.65 selftandem x3 + BGN 20dB + Level -10dB,en,32.0,3.25,0.672021505032247
